"TRAN_NUMBER","STOCK_CODE","TYPE","DATE","REFERENCE","REFERENCE_NUMERIC","DETAILS","QUANTITY","COST_PRICE","SALES_PRICE","QTY_USED","ISP_REFERENCE","ARTEFACT_TYPE","GDN_NUMBER","GRN_NUMBER","RECORD_CREATE_DATE","RECORD_MODIFY_DATE","RECORD_DELETED","CUMULATIVE_QUANTITY"
212216,"CAP02930293251T","MO","2023-08-15","BOM OUT (PSS)",0,"WS051YL012003000EB090WIP",-7.9991,0.5189999999999999,0,0,0,1,0,0,"2023-08-15 09:22:34","2023-08-15 11:05:16",0,7652.022899999969
212232,"CAP02930293251T","MO","2023-08-15","BOM OUT (PSS)",0,"WS051WH012003000EB090WIP",-56.661,0.5189999999999999,0,0,0,1,0,0,"2023-08-15 11:05:16","2023-08-16 06:56:12",0,7595.361899999969
212272,"CAP02930293251T","MO","2023-08-16","BOM OUT (PSS)",0,"VX050WH012003000WIP",-59.994,0.5189999999999999,0,0,0,1,0,0,"2023-08-16 06:56:12","2023-08-16 06:58:38",0,7535.367899999969
212282,"CAP02930293251T","MO","2023-08-16","BOM OUT (PSS)",0,"VX051OR012003000EB110WIP",-59.994,0.5189999999999999,0,0,0,1,0,0,"2023-08-16 06:58:38","2023-08-16 13:37:27",0,7475.37389999997
212344,"CAP02930293251T","MO","2023-08-16","BOM OUT (PSS)",0,"VX051OR012003000EB110WIP",-0.9999,0.5189999999999999,0,0,0,1,0,0,"2023-08-16 13:37:27","2023-08-16 13:42:31",0,7474.37399999997
212352,"CAP02930293251T","MO","2023-08-16","BOM OUT (PSS)",0,"VX051OR012003000EB110WIP",-58.9941,0.5189999999999999,0,0,0,1,0,0,"2023-08-16 13:42:31","2023-08-17 09:47:31",0,7415.37989999997
212378,"CAP02930293251T","MO","2023-08-17","BOM OUT (PSS)",0,"VX051OR012003000EB110WIP",-5.9994,0.5189999999999999,0,0,0,1,0,0,"2023-08-17 09:47:31","2023-08-17 09:52:31",0,7409.38049999997
212392,"CAP02930293251T","MO","2023-08-17","BOM OUT (PSS)",0,"VX051OR012003000EB110WIP",-53.9946,0.5189999999999999,0,0,0,1,0,0,"2023-08-17 09:52:31","2023-08-17 16:42:22",0,7355.38589999997
212406,"CAP02930293251T","MO","2023-08-17","BOM OUT (PSS)",0,"VX050WH012003000WIP",-0.3333,0.5189999999999999,0,0,0,1,0,0,"2023-08-17 16:42:22","2023-08-18 15:17:09",0,7355.05259999997
212583,"CAP02930293251T","MO","2023-08-18","BOM OUT (PSS)",0,"VX051OR012003000EB110WIP",-62.9937,0.5189999999999999,0,0,0,1,0,0,"2023-08-18 15:17:09","2023-08-18 15:22:58",0,7292.05889999997
212598,"CAP02930293251T","MO","2023-08-18","BOM OUT (PSS)",0,"VX051OR012003000EB110WIP",-48.9951,0.5189999999999999,0,0,0,1,0,0,"2023-08-18 15:22:58","2023-08-18 15:37:22",0,7243.06379999997
212653,"CAP02930293251T","MO","2023-08-18","BOM OUT (PSS)",0,"WS051YL012003000EB090WIP",-40.9959,0.5189999999999999,0,0,0,1,0,0,"2023-08-18 15:37:22","2023-08-21 10:14:17",0,7202.06789999997
212793,"CAP02930293251T","MO","2023-08-21","BOM OUT (PSS)",0,"VX051OR012003000EB110WIP",-8.9991,0.5189999999999999,0,0,0,1,0,0,"2023-08-21 10:14:17","2023-08-21 11:39:12",0,7193.06879999997
212813,"CAP02930293251T","MO","2023-08-21","BOM OUT (PSS)",0,"WS051YL012003000EB090WIP",-18.9981,0.5189999999999999,0,0,0,1,0,0,"2023-08-21 11:39:12","2023-08-22 07:19:24",0,7174.07069999997
212975,"CAP02930293251T","MO","2023-08-22","BOM OUT (PSS)",0,"WS051YL012003000WIP",-58.3275,0.5189999999999999,0,0,0,1,0,0,"2023-08-22 07:19:24","2023-08-22 08:02:53",0,7115.74319999997
212981,"CAP02930293251T","MO","2023-08-22","BOM OUT (PSS)",0,"WS051YL012003000EB090WIP",-106.9893,0.5189999999999999,0,0,0,1,0,0,"2023-08-22 08:02:53","2023-08-22 14:00:22",0,7008.75389999997
213109,"CAP02930293251T","MO","2023-08-22","BOM OUT (PSS)",0,"VX050WH012003000WIP",-48.9951,0.5189999999999999,0,0,0,1,0,0,"2023-08-22 14:00:22","2023-08-22 14:08:48",0,6959.75879999997
213117,"CAP02930293251T","MO","2023-08-22","BOM OUT (PSS)",0,"VX050WH012003000WIP",-10.9989,0.5189999999999999,0,0,0,1,0,0,"2023-08-22 14:08:48","2023-08-22 14:12:32",0,6948.75989999997
213134,"CAP02930293251T","MO","2023-08-22","BOM OUT (PSS)",0,"VX050WH012003000WIP",-1.9998,0.5189999999999999,0,0,0,1,0,0,"2023-08-22 14:12:32","2023-08-22 14:20:02",0,6946.76009999997
213143,"CAP02930293251T","MO","2023-08-22","BOM OUT (PSS)",0,"VX050WH012003000WIP",-0.9999,0.5189999999999999,0,0,0,1,0,0,"2023-08-22 14:20:02","2023-08-23 07:42:40",0,6945.760199999971
213276,"CAP02930293251T","MO","2023-08-23","BOM OUT (PSS)",0,"VX050WH012003000EB090WIP",-62.9937,0.5189999999999999,0,0,0,1,0,0,"2023-08-23 07:42:40","2023-08-23 07:44:45",0,6882.766499999971
213283,"CAP02930293251T","MO","2023-08-23","BOM OUT (PSS)",0,"VX050WH012003000EB090WIP",-55.9944,0.5189999999999999,0,0,0,1,0,0,"2023-08-23 07:44:45","2023-08-25 09:51:18",0,6826.772099999971
213654,"CAP02930293251T","MO","2023-08-25","BOM OUT (PSS)",0,"VX050WH012003000WIP",-7.6659,0.5189999999999999,0,0,0,1,0,0,"2023-08-25 09:51:18","2023-09-05 07:37:26",0,6819.106199999971
215110,"CAP02930293251T","AO","2023-09-05","SA3377",0,"We Seal Carton Diagonal Print  200K/TB (150)",-42,0.5189999999999999,0,0,0,0,0,0,"2023-09-05 07:37:26","2023-09-05 12:46:14",0,6777.106199999971
215160,"CAP02930293251T","MO","2023-09-05","BOM OUT (PSS)",0,"WS051WH012003000EB090WIP",-56.9943,0.5189999999999999,0,0,0,1,0,0,"2023-09-05 12:46:14","2023-09-05 12:57:08",0,6720.111899999971
215171,"CAP02930293251T","MO","2023-09-05","BOM OUT (PSS)",0,"WS051WH012003000EB090WIP",-2.9997,0.4911,0,0,0,1,0,0,"2023-09-05 12:57:08","2023-09-05 14:41:04",0,6717.1121999999705
215187,"CAP02930293251T","AI","2023-09-05","Stock Take",0,"Adjustment In (PSS)",59.887800000000425,0.49000000000000005,0,59.887800000000425,0,0,0,0,"2023-09-05 14:41:04","2024-03-11 07:44:29",0,6776.999999999971
218856,"CAP02930293251T","AO","2023-10-02","SA3510",0,"We Seal Carton Diagonal Print  200K/TB (150)",-100,0.49000000000000005,0,0,0,0,0,0,"2023-10-02 09:10:43","2023-10-03 07:43:39",0,6676.999999999971
218974,"CAP02930293251T","MO","2023-10-03","BOM OUT (PSS)",0,"VX050WH012003000WIP",-62.9937,0.49000000000000005,0,0,0,1,0,0,"2023-10-03 07:43:39","2023-10-03 07:47:47",0,6614.006299999971
218982,"CAP02930293251T","MO","2023-10-03","BOM OUT (PSS)",0,"VX050WH012003000WIP",-56.9943,0.49000000000000005,0,0,0,1,0,0,"2023-10-03 07:47:47","2023-10-03 10:27:48",0,6557.011999999971
219011,"CAP02930293251T","MO","2023-10-03","BOM OUT (PSS)",0,"WS051WH012003000EB090WIP",-55.9944,0.49000000000000005,0,0,0,1,0,0,"2023-10-03 10:27:48","2023-10-03 11:13:17",0,6501.017599999971
219035,"CAP02930293251T","MO","2023-10-03","BOM OUT (PSS)",0,"WS051WH012003000EB090WIP",-8.9991,0.49000000000000005,0,0,0,1,0,0,"2023-10-03 11:13:17","2023-10-03 15:51:48",0,6492.018499999971
219051,"CAP02930293251T","MO","2023-10-03","BOM OUT (PSS)",0,"WS051WH012003000EB090WIP",-14.9985,0.49000000000000005,0,0,0,1,0,0,"2023-10-03 15:51:48","2023-10-04 08:43:36",0,6477.019999999971
219061,"CAP02930293251T","MO","2023-10-04","BOM OUT (PSS)",0,"VX050WH012003000WIP",-59.994,0.49000000000000005,0,0,0,1,0,0,"2023-10-04 08:43:36","2023-10-05 08:17:39",0,6417.025999999972
219173,"CAP02930293251T","MO","2023-10-05","BOM OUT (PSS)",0,"VX050WH012003000WIP",-65.9934,0.49000000000000005,0,0,0,1,0,0,"2023-10-05 08:17:39","2023-10-05 08:22:53",0,6351.032599999971
219181,"CAP02930293251T","MO","2023-10-05","BOM OUT (PSS)",0,"VX050WH012003000WIP",-60.9939,0.49000000000000005,0,0,0,1,0,0,"2023-10-05 08:22:53","2023-10-05 08:27:22",0,6290.038699999971
219189,"CAP02930293251T","MO","2023-10-05","BOM OUT (PSS)",0,"VX050WH012003000WIP",-5.9994,0.49000000000000005,0,0,0,1,0,0,"2023-10-05 08:27:22","2023-10-05 08:31:43",0,6284.039299999971
219198,"CAP02930293251T","MO","2023-10-05","BOM OUT (PSS)",0,"VX050WH012003000WIP",-0.9999,0.49000000000000005,0,0,0,1,0,0,"2023-10-05 08:31:43","2023-10-05 09:03:02",0,6283.0393999999715
219206,"CAP02930293251T","MO","2023-10-05","BOM OUT (PSS)",0,"VX050WH012003000EB110WIP",-42.9957,0.49000000000000005,0,0,0,1,0,0,"2023-10-05 09:03:02","2023-10-05 09:07:31",0,6240.043699999971
219214,"CAP02930293251T","MO","2023-10-05","BOM OUT (PSS)",0,"VX050WH012003000EB110WIP",-54.9945,0.49000000000000005,0,0,0,1,0,0,"2023-10-05 09:07:31","2023-10-05 09:13:33",0,6185.049199999971
219223,"CAP02930293251T","MO","2023-10-05","BOM OUT (PSS)",0,"VX050WH012003000EB110WIP",-62.9937,0.49000000000000005,0,0,0,1,0,0,"2023-10-05 09:13:33","2023-10-10 14:48:35",0,6122.055499999971
219745,"CAP02930293251T","MO","2023-10-10","BOM OUT (PSS)",0,"WS051YL012003000EB090WIP",-4.9995,0.49000000000000005,0,0,0,1,0,0,"2023-10-10 14:48:35","2023-10-10 14:55:18",0,6117.055999999971
219753,"CAP02930293251T","MO","2023-10-10","BOM OUT (PSS)",0,"WS051YL012003000EB090WIP",-54.9945,0.49000000000000005,0,0,0,1,0,0,"2023-10-10 14:55:18","2023-10-11 08:19:25",0,6062.061499999972
219802,"CAP02930293251T","MO","2023-10-11","BOM OUT (PSS)",0,"WS051YL012003000EB090WIP",-52.9947,0.49000000000000005,0,0,0,1,0,0,"2023-10-11 08:19:25","2023-10-11 08:21:19",0,6009.066799999971
219808,"CAP02930293251T","MO","2023-10-11","BOM OUT (PSS)",0,"WS051YL012003000EB090WIP",-6.9993,0.49000000000000005,0,0,0,1,0,0,"2023-10-11 08:21:19","2023-10-13 10:16:25",0,6002.067499999971
220035,"CAP02930293251T","MO","2023-10-13","BOM OUT (PSS)",0,"WS051YL012003000EB090WIP",-52.9947,0.49000000000000005,0,0,0,1,0,0,"2023-10-13 10:16:25","2023-10-13 10:21:11",0,5949.072799999971
220043,"CAP02930293251T","MO","2023-10-13","BOM OUT (PSS)",0,"WS051YL012003000EB090WIP",-48.9951,0.49000000000000005,0,0,0,1,0,0,"2023-10-13 10:21:11","2023-10-13 10:25:57",0,5900.077699999971
220051,"CAP02930293251T","MO","2023-10-13","BOM OUT (PSS)",0,"WS051YL012003000EB090WIP",-0.6666,0.49000000000000005,0,0,0,1,0,0,"2023-10-13 10:25:57","2023-10-16 13:13:07",0,5899.411099999971
220096,"CAP02930293251T","MO","2023-10-16","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-33.9966,0.49000000000000005,0,0,0,1,0,0,"2023-10-16 13:13:07","2023-10-16 13:33:39",0,5865.414499999971
220104,"CAP02930293251T","MO","2023-10-16","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-49.995,0.49000000000000005,0,0,0,1,0,0,"2023-10-16 13:33:39","2023-10-16 13:41:44",0,5815.419499999971
220112,"CAP02930293251T","MO","2023-10-16","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-35.9964,0.49000000000000005,0,0,0,1,0,0,"2023-10-16 13:41:44","2023-10-18 12:04:22",0,5779.423099999971
220287,"CAP02930293251T","MO","2023-10-18","BOM OUT (PSS)",0,"VX050WH012003000WIP",-55.9944,0.49000000000000005,0,0,0,1,0,0,"2023-10-18 12:04:22","2023-10-18 12:08:58",0,5723.428699999971
220296,"CAP02930293251T","MO","2023-10-18","BOM OUT (PSS)",0,"VX050WH012003000WIP",-10.9989,0.49000000000000005,0,0,0,1,0,0,"2023-10-18 12:08:58","2023-10-18 12:13:53",0,5712.429799999972
220304,"CAP02930293251T","MO","2023-10-18","BOM OUT (PSS)",0,"VX050WH012003000WIP",-52.9947,0.49000000000000005,0,0,0,1,0,0,"2023-10-18 12:13:53","2023-10-18 13:00:52",0,5659.4350999999715
220313,"CAP02930293251T","MO","2023-10-18","BOM OUT (PSS)",0,"VX050WH012003000WIP",-8.9991,0.49000000000000005,0,0,0,1,0,0,"2023-10-18 13:00:52","2023-10-18 13:06:15",0,5650.4359999999715
220321,"CAP02930293251T","MO","2023-10-18","BOM OUT (PSS)",0,"VX050WH012003000WIP",-8.9991,0.49000000000000005,0,0,0,1,0,0,"2023-10-18 13:06:15","2023-10-18 13:11:22",0,5641.4368999999715
220329,"CAP02930293251T","MO","2023-10-18","BOM OUT (PSS)",0,"VX050WH012003000WIP",-41.9958,0.49000000000000005,0,0,0,1,0,0,"2023-10-18 13:11:22","2023-10-18 14:24:16",0,5599.441099999972
220458,"CAP02930293251T","MO","2023-10-18","BOM OUT (PSS)",0,"VX050WH012003000WIP",-6.9993,0.49000000000000005,0,0,0,1,0,0,"2023-10-18 14:24:16","2023-10-19 14:26:46",0,5592.441799999971
220515,"CAP02930293251T","MO","2023-10-19","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-57.9942,0.49000000000000005,0,0,0,1,0,0,"2023-10-19 14:26:46","2023-10-19 14:31:32",0,5534.447599999971
220523,"CAP02930293251T","MO","2023-10-19","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-14.9985,0.49000000000000005,0,0,0,1,0,0,"2023-10-19 14:31:32","2023-10-19 14:36:48",0,5519.449099999972
220535,"CAP02930293251T","MO","2023-10-19","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-7.9992,0.49000000000000005,0,0,0,1,0,0,"2023-10-19 14:36:48","2023-10-19 14:46:08",0,5511.449899999971
220549,"CAP02930293251T","MO","2023-10-19","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-7.9992,0.49000000000000005,0,0,0,1,0,0,"2023-10-19 14:46:08","2023-10-19 14:50:53",0,5503.450699999971
220573,"CAP02930293251T","MO","2023-10-19","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-29.997,0.49000000000000005,0,0,0,1,0,0,"2023-10-19 14:50:53","2023-10-19 15:57:45",0,5473.453699999971
220580,"CAP02930293251T","MO","2023-10-19","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-0.3333,0.49000000000000005,0,0,0,1,0,0,"2023-10-19 15:57:45","2023-10-20 09:13:14",0,5473.120399999971
220595,"CAP02930293251T","MO","2023-10-20","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-42.9957,0.49000000000000005,0,0,0,1,0,0,"2023-10-20 09:13:14","2023-10-20 09:17:00",0,5430.12469999997
220601,"CAP02930293251T","MO","2023-10-20","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-16.9983,0.49000000000000005,0,0,0,1,0,0,"2023-10-20 09:17:00","2023-10-20 13:18:54",0,5413.12639999997
220668,"CAP02930293251T","MO","2023-10-20","BOM OUT (PSS)",0,"WS051RD012003000EB090WIP",-1,0.49000000000000005,0,0,0,1,0,0,"2023-10-20 13:18:54","2023-10-20 13:18:56",0,5412.12639999997
220669,"CAP02930293251T","MO","2023-10-20","BOM OUT (PSS)",0,"WS051RD012003000EB090WIP",-49.9949,0.49000000000000005,0,0,0,1,0,0,"2023-10-20 13:18:56","2023-11-02 06:12:02",0,5362.13149999997
222330,"CAP02930293251T","MO","2023-11-02","BOM OUT (PSS)",0,"VX050WH012003000EB110WIP",-5.9994,0.49000000000000005,0,0,0,1,0,0,"2023-11-02 06:12:02","2023-11-02 06:16:07",0,5356.132099999971
222338,"CAP02930293251T","MO","2023-11-02","BOM OUT (PSS)",0,"VX050WH012003000EB110WIP",-53.9946,0.49000000000000005,0,0,0,1,0,0,"2023-11-02 06:16:07","2023-11-02 06:23:51",0,5302.137499999971
222346,"CAP02930293251T","MO","2023-11-02","BOM OUT (PSS)",0,"VX050WH012003000EB110WIP",-59.994,0.49000000000000005,0,0,0,1,0,0,"2023-11-02 06:23:51","2023-11-03 06:30:49",0,5242.143499999971
222414,"CAP02930293251T","MO","2023-11-03","BOM OUT (PSS)",0,"WS051YL012003000EB090WIP",-50.9949,0.49000000000000005,0,0,0,1,0,0,"2023-11-03 06:30:49","2023-11-03 06:39:07",0,5191.148599999971
222422,"CAP02930293251T","MO","2023-11-03","BOM OUT (PSS)",0,"WS051YL012003000EB090WIP",-8.9991,0.49000000000000005,0,0,0,1,0,0,"2023-11-03 06:39:07","2023-11-03 06:54:46",0,5182.149499999971
222430,"CAP02930293251T","MO","2023-11-03","BOM OUT (PSS)",0,"VX050WH012003000EB110WIP",-51.9948,0.49000000000000005,0,0,0,1,0,0,"2023-11-03 06:54:46","2023-11-03 07:01:19",0,5130.154699999971
222439,"CAP02930293251T","MO","2023-11-03","BOM OUT (PSS)",0,"VX050WH012003000EB110WIP",-8.9991,0.49000000000000005,0,0,0,1,0,0,"2023-11-03 07:01:19","2023-11-03 07:05:53",0,5121.155599999971
222447,"CAP02930293251T","MO","2023-11-03","BOM OUT (PSS)",0,"VX050WH012003000EB110WIP",-45.9954,0.49000000000000005,0,0,0,1,0,0,"2023-11-03 07:05:53","2023-11-06 06:46:30",0,5075.160199999971
222566,"CAP02930293251T","MO","2023-11-06","BOM OUT (PSS)",0,"WS051YL012003000EB110WIP",-57.9942,0.49000000000000005,0,0,0,1,0,0,"2023-11-06 06:46:30","2023-11-06 07:17:17",0,5017.165999999971
222578,"CAP02930293251T","MO","2023-11-06","BOM OUT (PSS)",0,"WS051YL012003000EB110WIP",-0.6666,0.49000000000000005,0,0,0,1,0,0,"2023-11-06 07:17:17","2023-11-06 07:45:10",0,5016.4993999999715
222586,"CAP02930293251T","MO","2023-11-06","BOM OUT (PSS)",0,"WS051YL012003000EB090WIP",-7.9992,0.49000000000000005,0,0,0,1,0,0,"2023-11-06 07:45:10","2023-11-06 09:53:43",0,5008.500199999971
222601,"CAP02930293251T","MO","2023-11-06","BOM OUT (PSS)",0,"WS051YL012003000EB090WIP",-34.6632,0.49000000000000005,0,0,0,1,0,0,"2023-11-06 09:53:43","2023-11-06 15:27:16",0,4973.836999999971
222623,"CAP02930293251T","MO","2023-11-06","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-53.9946,0.49000000000000005,0,0,0,1,0,0,"2023-11-06 15:27:16","2023-11-06 15:29:16",0,4919.842399999971
222629,"CAP02930293251T","MO","2023-11-06","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-5.9994,0.49000000000000005,0,0,0,1,0,0,"2023-11-06 15:29:16","2023-11-09 14:07:25",0,4913.842999999972
222995,"CAP02930293251T","MO","2023-11-09","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-52.9947,0.49000000000000005,0,0,0,1,0,0,"2023-11-09 14:07:25","2023-11-09 14:12:36",0,4860.8482999999715
223001,"CAP02930293251T","MO","2023-11-09","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-58.9941,0.49000000000000005,0,0,0,1,0,0,"2023-11-09 14:12:36","2023-11-10 08:40:22",0,4801.854199999972
223026,"CAP02930293251T","MO","2023-11-10","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-50.9949,0.49000000000000005,0,0,0,1,0,0,"2023-11-10 08:40:22","2023-11-10 08:45:28",0,4750.859299999972
223033,"CAP02930293251T","MO","2023-11-10","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-3.9996,0.49000000000000005,0,0,0,1,0,0,"2023-11-10 08:45:28","2023-11-10 08:55:14",0,4746.859699999972
223052,"CAP02930293251T","MO","2023-11-10","BOM OUT (PSS)",0,"VX050WH012003000WIP",-59.994,0.49000000000000005,0,0,0,1,0,0,"2023-11-10 08:55:14","2023-11-15 08:00:19",0,4686.865699999972
223298,"CAP02930293251T","MO","2023-11-15","BOM OUT (PSS)",0,"VX050WH012003000WIP",-5.9994,0.49000000000000005,0,0,0,1,0,0,"2023-11-15 08:00:19","2023-11-15 08:04:56",0,4680.866299999972
223306,"CAP02930293251T","MO","2023-11-15","BOM OUT (PSS)",0,"VX050WH012003000WIP",-59.994,0.49000000000000005,0,0,0,1,0,0,"2023-11-15 08:04:56","2023-11-29 08:00:13",0,4620.872299999973
225090,"CAP02930293251T","MO","2023-11-29","BOM OUT (PSS)",0,"PA000WH011003000WIP",-43.9956,0.49000000000000005,0,0,0,1,0,0,"2023-11-29 08:00:13","2023-12-01 09:12:06",0,4576.8766999999725
225430,"CAP02930293251T","MO","2023-12-01","BOM OUT (PSS)",0,"VX050WH012003000WIP",-61.9938,0.49000000000000005,0,0,0,1,0,0,"2023-12-01 09:12:06","2023-12-01 09:19:35",0,4514.882899999972
225438,"CAP02930293251T","MO","2023-12-01","BOM OUT (PSS)",0,"VX050WH012003000WIP",-57.9942,0.49000000000000005,0,0,0,1,0,0,"2023-12-01 09:19:35","2023-12-01 10:08:21",0,4456.888699999972
225446,"CAP02930293251T","MO","2023-12-01","BOM OUT (PSS)",0,"VX050WH012003000EB110WIP",-55.9944,0.49000000000000005,0,0,0,1,0,0,"2023-12-01 10:08:21","2023-12-05 07:13:28",0,4400.894299999973
225676,"CAP02930293251T","MO","2023-12-05","BOM OUT (PSS)",0,"VX050WH012003000WIP",-8.9991,0.49000000000000005,0,0,0,1,0,0,"2023-12-05 07:13:28","2023-12-05 07:17:25",0,4391.895199999973
225684,"CAP02930293251T","MO","2023-12-05","BOM OUT (PSS)",0,"VX050WH012003000WIP",-57.9942,0.49000000000000005,0,0,0,1,0,0,"2023-12-05 07:17:25","2023-12-05 07:21:19",0,4333.900999999973
225692,"CAP02930293251T","MO","2023-12-05","BOM OUT (PSS)",0,"VX050WH012003000WIP",-35.9964,0.49000000000000005,0,0,0,1,0,0,"2023-12-05 07:21:19","2023-12-11 08:52:43",0,4297.904599999973
225961,"CAP02930293251T","MO","2023-12-11","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-6.9993,0.49000000000000005,0,0,0,1,0,0,"2023-12-11 08:52:43","2023-12-11 08:57:02",0,4290.905299999972
225969,"CAP02930293251T","MO","2023-12-11","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-52.9947,0.49000000000000005,0,0,0,1,0,0,"2023-12-11 08:57:02","2023-12-12 09:28:05",0,4237.910599999972
226035,"CAP02930293251T","MO","2023-12-12","BOM OUT (PSS)",0,"WS051SL012003000EB090WIP",-34.9965,0.49000000000000005,0,0,0,1,0,0,"2023-12-12 09:28:05","2023-12-12 09:31:30",0,4202.914099999972
226043,"CAP02930293251T","MO","2023-12-12","BOM OUT (PSS)",0,"WS051SL012003000EB090WIP",-23.9976,0.49000000000000005,0,0,0,1,0,0,"2023-12-12 09:31:30","2023-12-12 09:35:43",0,4178.916499999972
226051,"CAP02930293251T","MO","2023-12-12","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-4.9995,0.49000000000000005,0,0,0,1,0,0,"2023-12-12 09:35:43","2023-12-12 09:40:36",0,4173.916999999972
226059,"CAP02930293251T","MO","2023-12-12","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-58.9941,0.49000000000000005,0,0,0,1,0,0,"2023-12-12 09:40:36","2023-12-12 09:44:43",0,4114.922899999972
226067,"CAP02930293251T","MO","2023-12-12","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-55.9944,0.49000000000000005,0,0,0,1,0,0,"2023-12-12 09:44:43","2023-12-14 06:13:25",0,4058.9284999999722
226174,"CAP02930293251T","MO","2023-12-14","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-57.9942,0.49000000000000005,0,0,0,1,0,0,"2023-12-14 06:13:25","2023-12-14 06:17:05",0,4000.934299999972
226182,"CAP02930293251T","MO","2023-12-14","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-1.9998,0.49000000000000005,0,0,0,1,0,0,"2023-12-14 06:17:05","2023-12-14 06:22:14",0,3998.934499999972
226191,"CAP02930293251T","MO","2023-12-14","BOM OUT (PSS)",0,"WS051OR012003000EB090WIP",-52.6614,0.49000000000000005,0,0,0,1,0,0,"2023-12-14 06:22:14","2023-12-15 07:16:35",0,3946.273099999972
226310,"CAP02930293251T","MO","2023-12-15","BOM OUT (PSS)",0,"WS051YL012003000EB090WIP",-7.9992,0.49000000000000005,0,0,0,1,0,0,"2023-12-15 07:16:35","2023-12-15 07:22:03",0,3938.273899999972
226319,"CAP02930293251T","MO","2023-12-15","BOM OUT (PSS)",0,"WS051YL012003000EB090WIP",-60.9939,0.49000000000000005,0,0,0,1,0,0,"2023-12-15 07:22:03","2023-12-15 07:25:04",0,3877.279999999972
226327,"CAP02930293251T","MO","2023-12-15","BOM OUT (PSS)",0,"WS051YL012003000EB090WIP",-50.9949,0.49000000000000005,0,0,0,1,0,0,"2023-12-15 07:25:04","2023-12-15 10:21:28",0,3826.285099999972
226348,"CAP02930293251T","MO","2023-12-15","BOM OUT (PSS)",0,"WS051YL012003000EB090WIP",-7.9992,0.49000000000000005,0,0,0,1,0,0,"2023-12-15 10:21:28","2023-12-15 10:24:17",0,3818.2858999999717
226356,"CAP02930293251T","MO","2023-12-15","BOM OUT (PSS)",0,"WS051YL012003000EB090WIP",-51.9948,0.49000000000000005,0,0,0,1,0,0,"2023-12-15 10:24:17","2023-12-20 10:43:16",0,3766.2910999999717
226672,"CAP02930293251T","MO","2023-12-20","BOM OUT (PSS)",0,"WS051WH012003000EB090WIP",-59.994,0.49000000000000005,0,0,0,1,0,0,"2023-12-20 10:43:16","2023-12-20 12:37:39",0,3706.2970999999716
226699,"CAP02930293251T","MO","2023-12-20","BOM OUT (PSS)",0,"WS051WH012003000EB090WIP",-1.9998,0.49000000000000005,0,0,0,1,0,0,"2023-12-20 12:37:39","2023-12-20 12:45:25",0,3704.2972999999715
226707,"CAP02930293251T","MO","2023-12-20","BOM OUT (PSS)",0,"WS051WH012003000EB090WIP",-57.9942,0.49000000000000005,0,0,0,1,0,0,"2023-12-20 12:45:25","2023-12-21 09:11:26",0,3646.3030999999714
226818,"CAP02930293251T","MO","2023-12-21","BOM OUT (PSS)",0,"VX050WH012003000EB090WIP",-47.9952,0.49000000000000005,0,0,0,1,0,0,"2023-12-21 09:11:26","2023-12-21 09:44:16",0,3598.3078999999716
226826,"CAP02930293251T","MO","2023-12-21","BOM OUT (PSS)",0,"VX050WH012003000EB090WIP",-6.9993,0.49000000000000005,0,0,0,1,0,0,"2023-12-21 09:44:16","2023-12-22 06:42:19",0,3591.3085999999716
226924,"CAP02930293251T","MO","2023-12-22","BOM OUT (PSS)",0,"WS051WH012003000EB090WIP",-3.9996,0.49000000000000005,0,0,0,1,0,0,"2023-12-22 06:42:19","2023-12-22 06:51:38",0,3587.3089999999715
226932,"CAP02930293251T","MO","2023-12-22","BOM OUT (PSS)",0,"WS051WH012003000EB090WIP",-59.3274,0.49000000000000005,0,0,0,1,0,0,"2023-12-22 06:51:38","2023-12-22 06:56:10",0,3527.9815999999714
